 6 1 0.793691
 12 2 0.793714
 17 2 0.793714
 23 3 0.793738
 29 4 0.793762
 34 4 0.793762
 40 5 0.793786
 46 6 0.793810
 51 6 0.793810
 57 7 0.793833
 63 8 0.793857
 68 8 0.793857
 74 9 0.793881
 80 10 0.793905
 85 10 0.793905
 91 11 0.793929
 97 12 0.793952
 102 12 0.793952
 108 13 0.793976
 114 14 0.794000
 119 14 0.794000
 125 15 0.794024
 131 16 0.794048
 136 16 0.794048
 142 17 0.794071
 148 18 0.794095
 153 18 0.794095
 159 19 0.794119
 165 20 0.794143
 170 20 0.794143
 176 21 0.794167
 182 22 0.794190
 187 22 0.794190
 193 23 0.794214
 199 24 0.794238
 204 24 0.794238
 210 25 0.794262
 216 26 0.794286
 221 26 0.794286
 227 27 0.794309
 233 28 0.794333
 238 28 0.794333
 244 29 0.794357
 250 30 0.794381
 255 30 0.794381
 261 31 0.794405
 267 32 0.794429
 272 32 0.794429
 278 33 0.794452
 284 34 0.794476
 289 34 0.794476
 295 35 0.794500
 301 36 0.794524
 306 36 0.794524
 312 37 0.794548
 318 38 0.794571
 323 38 0.794571
 329 39 0.794595
 335 40 0.794619
 340 40 0.794619
 346 41 0.794643
 352 42 0.794667
 357 42 0.794667
 363 43 0.794690
 369 44 0.794714
 374 44 0.794714
 380 45 0.794738
 386 46 0.794762
 391 46 0.794762
 397 47 0.794786
 403 48 0.794810
 408 48 0.794810
 414 49 0.794833
 420 50 0.794857
 425 50 0.794857
 431 51 0.794881
 437 52 0.794905
 442 52 0.794905
 448 53 0.794929
 454 54 0.794952
 459 54 0.794952
 465 55 0.794976
 471 56 0.795000
 476 56 0.795000
 482 57 0.795024
 488 58 0.795048
 493 58 0.795048
 499 59 0.795071
 505 60 0.795095
 510 60 0.795095
 516 61 0.795119
 522 62 0.795143
 527 62 0.795143
 533 63 0.795167
 539 64 0.795190
 544 64 0.795190
 550 65 0.795214
 556 66 0.795238
 561 66 0.795238
 567 67 0.795262
 573 68 0.795286
 578 68 0.795286
 584 69 0.795310
 590 70 0.795333
 595 70 0.795333
 601 71 0.795357
 607 72 0.795381
 612 72 0.795381
 618 73 0.795405
 624 74 0.795429
 629 74 0.795429
 635 75 0.795452
 641 76 0.795476
 646 76 0.795476
 652 77 0.795500
 658 78 0.795524
 663 78 0.795524
 669 79 0.795548
 675 80 0.795571
 680 80 0.795571
 686 81 0.795595
 692 82 0.795619
 697 82 0.795619
 703 83 0.795643
 709 84 0.795667
 714 84 0.795667
 720 85 0.795690
 726 86 0.795714
 731 86 0.795714
 737 87 0.795738
 743 88 0.795762
 748 88 0.795762
 754 89 0.795786
 760 90 0.795810
 765 90 0.795810
 771 91 0.795833
 777 92 0.795857
 782 92 0.795857
 788 93 0.795881
 794 94 0.795905
 799 94 0.795905
 805 95 0.795929
 811 96 0.795952
 816 96 0.795952
 822 97 0.795976
 828 98 0.796000
 833 98 0.796000
 839 99 0.796024
 845 100 0.796048
 850 100 0.796048
 856 101 0.796071
 862 102 0.796095
 867 102 0.796095
 873 103 0.796119
 879 104 0.796143
 884 104 0.796143
 890 105 0.796167
 896 106 0.796191
 901 106 0.796191
 907 107 0.796214
 913 108 0.796238
 918 108 0.796238
 924 109 0.796262
 930 110 0.796286
 935 110 0.796286
 941 111 0.796310
 947 112 0.796333
 952 112 0.796333
 958 113 0.796357
 964 114 0.796381
 969 114 0.796381
 975 115 0.796405
 981 116 0.796429
 986 116 0.796429
 992 117 0.796452
 998 118 0.796476
 1003 118 0.796476
 1009 119 0.796500
 1015 120 0.796524
 1020 120 0.796524
 1026 121 0.796548
 1032 122 0.796571
 1037 122 0.796571
 1043 123 0.796595
 1049 124 0.796619
 1054 124 0.796619
 1060 125 0.796643
 1066 126 0.796667
 1071 126 0.796667
 1077 127 0.796690
 1083 128 0.796714
 1088 128 0.796714
 1094 129 0.796738
 1100 130 0.796762
 1105 130 0.796762
 1111 131 0.796786
 1117 132 0.796809
 1122 132 0.796809
 1128 133 0.796833
 1134 134 0.796857
 1139 134 0.796857
 1145 135 0.796881
 1151 136 0.796905
 1156 136 0.796905
 1162 137 0.796929
 1168 138 0.796952
 1173 138 0.796952
 1179 139 0.796976
 1185 140 0.797000
 1190 140 0.797000
 1196 141 0.797024
 1202 142 0.797048
 1207 142 0.797048
 1213 143 0.797071
 1219 144 0.797095
 1224 144 0.797095
 1230 145 0.797119
 1236 146 0.797143
 1241 146 0.797143
 1247 147 0.797167
 1253 148 0.797190
 1258 148 0.797190
 1264 149 0.797214
 1270 150 0.797238
 1275 150 0.797238
 1281 151 0.797262
 1287 152 0.797286
 1292 152 0.797286
 1298 153 0.797310
 1304 154 0.797333
 1309 154 0.797333
 1315 155 0.797357
 1321 156 0.797381
 1326 156 0.797381
 1332 157 0.797405
 1338 158 0.797429
 1343 158 0.797429
 1349 159 0.797452
 1355 160 0.797476
 1360 160 0.797476
 1366 161 0.797500
 1372 162 0.797524
 1377 162 0.797524
 1383 163 0.797548
 1389 164 0.797571
 1394 164 0.797571
 1400 165 0.797595
 1406 166 0.797619
 1411 166 0.797619
 1417 167 0.797643
 1423 168 0.797667
 1428 168 0.797667
 1434 169 0.797690
 1440 170 0.797714
 1445 170 0.797714
 1451 171 0.797738
 1457 172 0.797762
 1462 172 0.797762
 1468 173 0.797786
 1474 174 0.797810
 1479 174 0.797810
 1485 175 0.797833
 1491 176 0.797857
 1496 176 0.797857
 1502 177 0.797881
 1508 178 0.797905
 1513 178 0.797905
 1519 179 0.797929
 1525 180 0.797952
 1530 180 0.797952
 1536 181 0.797976
 1542 182 0.798000
 1547 182 0.798000
 1553 183 0.798024
 1559 184 0.798048
 1564 184 0.798048
 1570 185 0.798071
 1576 186 0.798095
 1581 186 0.798095
 1587 187 0.798119
 1593 188 0.798143
 1598 188 0.798143
 1604 189 0.798167
 1610 190 0.798190
 1615 190 0.798190
 1621 191 0.798214
 1627 192 0.798238
 1632 192 0.798238
 1638 193 0.798262
 1644 194 0.798286
 1649 194 0.798286
 1655 195 0.798310
 1661 196 0.798333
 1666 196 0.798333
 1672 197 0.798357
 1678 198 0.798381
 1683 198 0.798381
 1689 199 0.798405
 1695 200 0.798429
 1700 200 0.798429
 1707 202 0.798452
 1714 204 0.798476
 1719 204 0.798476
 1726 206 0.798500
 1733 208 0.798524
 1738 208 0.798524
 1745 210 0.798548
 1752 212 0.798571
 1757 212 0.798571
 1764 214 0.798595
 1771 216 0.798619
 1776 216 0.798619
 1783 218 0.798643
 1790 220 0.798667
 1795 220 0.798667
 1802 222 0.798690
 1809 224 0.798714
 1814 224 0.798714
 1821 226 0.798738
 1828 228 0.798762
 1833 228 0.798762
 1840 230 0.798786
 1847 232 0.798810
 1852 232 0.798810
 1859 234 0.798833
 1866 236 0.798857
 1871 236 0.798857
 1878 238 0.798881
 1885 240 0.798905
 1890 240 0.798905
 1897 242 0.798929
 1904 244 0.798952
 1909 244 0.798952
 1916 246 0.798976
 1923 248 0.799000
 1928 248 0.799000
 1935 250 0.799024
 1942 252 0.799048
 1947 252 0.799048
 1954 254 0.799071
 1961 256 0.799095
 1966 256 0.799095
 1973 258 0.799119
 1980 260 0.799143
 1985 260 0.799143
 1992 262 0.799167
 1999 264 0.799190
 2004 264 0.799190
 2011 266 0.799214
 2018 268 0.799238
 2023 268 0.799238
 2030 270 0.799262
 2037 272 0.799286
 2042 272 0.799286
 2049 274 0.799310
 2056 276 0.799333
 2061 276 0.799333
 2068 278 0.799357
 2075 280 0.799381
 2080 280 0.799381
 2087 282 0.799405
 2094 284 0.799429
 2099 284 0.799429
 2106 286 0.799452
 2113 288 0.799476
 2118 288 0.799476
 2125 290 0.799500
 2132 292 0.799524
 2137 292 0.799524
 2144 294 0.799548
 2151 296 0.799571
 2156 296 0.799571
 2163 298 0.799595
 2170 300 0.799619
 2175 300 0.799619
 2182 302 0.799643
 2189 304 0.799667
 2194 304 0.799667
 2201 306 0.799690
 2208 308 0.799714
 2213 308 0.799714
 2220 310 0.799738
 2227 312 0.799762
 2232 312 0.799762
 2239 314 0.799786
 2246 316 0.799810
 2251 316 0.799810
 2258 318 0.799833
 2265 320 0.799857
 2270 320 0.799857
 2277 322 0.799881
 2284 324 0.799905
 2289 324 0.799905
 2296 326 0.799929
 2303 328 0.799952
 2308 328 0.799952
 2315 330 0.799976
 2322 332 0.800000
 2327 332 0.800000
 2334 334 0.800024
 2341 336 0.800048
 2346 336 0.800048
 2353 338 0.800071
 2360 340 0.800095
 2365 340 0.800095
 2372 342 0.800119
 2379 344 0.800143
 2384 344 0.800143
 2391 346 0.800167
 2398 348 0.800190
 2403 348 0.800190
 2410 350 0.800214
 2417 352 0.800238
 2422 352 0.800238
 2429 354 0.800262
 2436 356 0.800286
 2441 356 0.800286
 2448 358 0.800310
 2455 360 0.800333
 2460 360 0.800333
 2467 362 0.800357
 2474 364 0.800381
 2479 364 0.800381
 2486 366 0.800405
 2493 368 0.800429
 2498 368 0.800429
 2505 370 0.800452
 2512 372 0.800476
 2517 372 0.800476
 2524 374 0.800500
 2531 376 0.800524
 2536 376 0.800524
 2543 378 0.800548
 2550 380 0.800571
 2555 380 0.800571
 2562 382 0.800595
 2569 384 0.800619
 2574 384 0.800619
 2581 386 0.800643
 2588 388 0.800667
 2593 388 0.800667
 2600 390 0.800690
 2607 392 0.800714
 2612 392 0.800714
 2619 394 0.800738
 2626 396 0.800762
 2631 396 0.800762
 2638 398 0.800786
 2645 400 0.800810
 2650 400 0.800810
 2657 402 0.800833
 2664 404 0.800857
 2669 404 0.800857
 2676 406 0.800881
 2683 408 0.800905
 2688 408 0.800905
 2695 410 0.800929
 2702 412 0.800952
 2707 412 0.800952
 2714 414 0.800976
 2721 416 0.801000
 2726 416 0.801000
 2733 418 0.801024
 2740 420 0.801048
 2745 420 0.801048
 2752 422 0.801071
 2759 424 0.801095
 2764 424 0.801095
 2771 426 0.801119
 2778 428 0.801143
 2783 428 0.801143
 2790 430 0.801167
 2797 432 0.801190
 2802 432 0.801190
 2809 434 0.801214
 2816 436 0.801238
 2821 436 0.801238
 2828 438 0.801262
 2835 440 0.801286
 2840 440 0.801286
 2847 442 0.801310
 2854 444 0.801333
 2859 444 0.801333
 2866 446 0.801357
 2873 448 0.801381
 2878 448 0.801381
 2885 450 0.801405
 2892 452 0.801429
 2897 452 0.801429
 2904 454 0.801452
 2911 456 0.801476
 2916 456 0.801476
 2923 458 0.801500
 2930 460 0.801524
 2935 460 0.801524
 2942 462 0.801548
 2949 464 0.801571
 2954 464 0.801571
 2961 466 0.801595
 2968 468 0.801619
 2973 468 0.801619
 2980 470 0.801643
 2987 472 0.801667
 2992 472 0.801667
 2999 474 0.801690
 3006 476 0.801714
 3011 476 0.801714
 3018 478 0.801738
 3025 480 0.801762
 3030 480 0.801762
 3037 482 0.801786
 3044 484 0.801810
 3049 484 0.801810
 3056 486 0.801833
 3063 488 0.801857
 3068 488 0.801857
 3075 490 0.801881
 3082 492 0.801905
 3087 492 0.801905
 3094 494 0.801929
 3101 496 0.801952
 3106 496 0.801952
 3113 498 0.801976
 3120 500 0.802000
 3125 500 0.802000
 3132 502 0.802024
 3139 504 0.802048
 3144 504 0.802048
 3151 506 0.802071
 3158 508 0.802095
 3163 508 0.802095
 3170 510 0.802119
 3177 512 0.802143
 3182 512 0.802143
 3189 514 0.802167
 3196 516 0.802190
 3201 516 0.802190
 3208 518 0.802214
 3215 520 0.802238
 3220 520 0.802238
 3227 522 0.802262
 3234 524 0.802286
 3239 524 0.802286
 3246 526 0.802310
 3253 528 0.802333
 3258 528 0.802333
 3265 530 0.802357
 3272 532 0.802381
 3277 532 0.802381
